ID WHO city,iso3,country,city,pm10,Year,type_of_stations,pm10_type,pm25,pm25_type,reference,latitude,longitude,population,wbinc16_text,region,date_compiled,population_source,tempcov_PM10,tempcov_PM25,latitude_pop,longitude_pop,Region2,region_abbr,tempcov_PM10_grad,tempcov_PM25_grad,conc_pm25,color_pm25,conc_pm10,color_pm10
3,ALB,Albania,Tirana,31.61542142,2013,"1 station, traffic, urban",Measured,16.06236628,Measured,"European Environment Agency, Air quality e-reporting database",41.33026886,19.82177162,453509,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,15-<25,orange,30-<50,darkred
15,AUS,Australia,Central Coast,12.82046228,2014,-,Converted,5.5,Measured,http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf,-33.2788887,151.4324951,297713,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
18,AUS,Australia,Devonport,14.91835611,2013,-,Converted,6.4,Measured,Environment Protection Authority,-41.18479919,146.345993,29050,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
19,AUS,Australia,Geelong,17.5,2014,"1 station, Residential/Light Industry",Measured,7.507529594,Converted,"EPA Victoria, Environment Protection Authority Macleod",-38.17499924,144.3690033,173450,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
22,AUS,Australia,Hobart,14.21905817,2013,-,Converted,6.1,Measured,Environment Protection Authority,-42.854599,147.3150024,170977,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
23,AUS,Australia,La Trobe Valley,19.95,2014,"2 stations, residential, rural",Measured,9.8,Measured,http://www.epa.vic.gov.au/our-work/monitoring-the-environment/monitoring-victorias-air/monitoring-results/~/media/Files/Our%20work/Monitoring%20the%20environment/Monitoring%20Vics%20air/monitoring%20results/2013-data-tables.pdf,-38.22105789,146.3975372,72396,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
24,AUS,Australia,Launceston,18.88104445,2013,-,Converted,8.1,Measured,Environment Protection Authority,-41.41740036,147.125,82222,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
25,AUS,Australia,Lower Hunter,17.32704902,2014,-,Converted,7.433333333,Measured,http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf,-32.79833221,151.6600037,620530,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
27,AUS,Australia,Melbourne,18.75,2014,"10 stations, Residential/Light Industry",Measured,7.7,Measured,http://www.epa.vic.gov.au/our-work/monitoring-the-environment/monitoring-victorias-air/monitoring-results/~/media/Files/Our%20work/Monitoring%20the%20environment/Monitoring%20Vics%20air/monitoring%20results/2013-data-tables.pdf,-37.78105545,145.0307007,4203416,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
38,AUS,Australia,Upper Hunter,19.65804217,2014,-,Converted,8.433333333,Measured,http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf,-32.47222137,151.0919495,620530,High income,Wpr_HI,2016,NA,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,<10,green,<20,green
44,AUT,Austria,Bad Ischl,15.86903736,2013,-,Converted,11.63197956,Measured,"European Environment Agency, Air quality e-reporting database",47.95999908,16.20695114,13876,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,<20,green
51,AUT,Austria,Ebenthal,20.39641161,2013,"1 station, background, rural",Measured,14.9505378,Converted,"European Environment Agency, Air quality e-reporting database",46.60833359,14.39861107,7698,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,20-<30,yellow
57,AUT,Austria,Grossenzersdorf,23.98782259,2013,-,Converted,17.58303643,Measured,"European Environment Agency, Air quality e-reporting database",48.23666763,16.63694763,9613,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
62,AUT,Austria,Himberg,23.43267223,2013,"1 station, traffic, suburban",Measured,17.17611208,Converted,"European Environment Agency, Air quality e-reporting database",47.45888901,9.640283585,6671,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
64,AUT,Austria,Imst,18.13013151,2013,"1 station, traffic, rural",Measured,13.28935803,Converted,"European Environment Agency, Air quality e-reporting database",47.21694946,10.73557758,9506,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,<20,green
68,AUT,Austria,Kematen,20.31965684,2013,"1 station, traffic, urban",Measured,14.89427667,Converted,"European Environment Agency, Air quality e-reporting database",46.61999893,14.31694698,1345,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,20-<30,yellow
69,AUT,Austria,Klagenfurt,23.02879097,2013,"2 stations, traffic, urban",Measured,13.78368583,Measured,"European Environment Agency, Air quality e-reporting database",48.30694199,16.32639885,93236,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,20-<30,yellow
72,AUT,Austria,Krems,23.64537015,2013,"1 station, background, urban",Measured,17.33201933,Converted,"European Environment Agency, Air quality e-reporting database",48.40944672,15.62028027,24032,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
82,AUT,Austria,Sankt Andra Im Lavanttal,24.00713827,2013,"1 station, industrial, urban",Measured,17.59719479,Converted,"European Environment Agency, Air quality e-reporting database",46.76388931,14.82222652,10252,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
83,AUT,Austria,Sankt Poelten,24.27761938,2013,"1 station, background, suburban",Measured,17.61350394,Measured,"European Environment Agency, Air quality e-reporting database",48.21139145,15.63167953,51955,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
85,AUT,Austria,Schwaz,20.33323287,2013,"1 station, traffic, suburban",Measured,14.90422788,Converted,"European Environment Agency, Air quality e-reporting database",47.34916687,11.69306374,13023,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,20-<30,yellow
91,AUT,Austria,Traismaier,21.62120208,2013,"1 station, background, rural-regional",Measured,15.8483073,Converted,"European Environment Agency, Air quality e-reporting database",48.35333252,15.74695587,5919,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
94,AUT,Austria,Vocklabruck,20.88527648,2013,-,Converted,15.30887498,Measured,"European Environment Agency, Air quality e-reporting database",48.00111008,13.66806984,11909,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
103,BHR,Bahrain,Hamad Town,317.88,2012,"1 station, 1 Residential urban station",Measured,65.52,Measured,"Supreme Council of Environment, 2013.",26.11666679,50.5,273105,High income,Emr_HI,2016,NA,NA,NA,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),NA,NA,>50,darkred,>100,darkred
104,BHR,Bahrain,Hidd,178.38,2012,"1 station, 1 Residential urban station",Measured,41.44,Measured,"Supreme Council of Environment, 2013.",26.21263313,50.67418671,188597,High income,Emr_HI,2016,NA,NA,NA,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),NA,NA,35-<50,red,>100,darkred
105,BHR,Bahrain,Ma'ameer,257.35,2012,"1 station, 1 Residential Industrial station (Mixed)",Measured,63.95,Measured,"Supreme Council of Environment, 2013.",26.13467789,50.61325455,314719,High income,Emr_HI,2016,NA,NA,NA,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),NA,NA,>50,darkred,>100,darkred
106,BHR,Bahrain,Nabih Saleh,244.07,2012,"1 station, 1 Urban background station",Measured,58.2,Measured,"Supreme Council of Environment, 2013.",26.18232727,50.58475494,296427,High income,Emr_HI,2016,NA,NA,NA,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),NA,NA,>50,darkred,>100,darkred
107,BHR,Bahrain,Ras Hayan,250.42,2012,"1 station, 1 Rural background station",Measured,43.92,Measured,"Supreme Council of Environment, 2013.",26.04000092,50.63138962,100388,High income,Emr_HI,2016,NA,NA,NA,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),NA,NA,35-<50,red,>100,darkred
119,BEL,Belgium,Berendrecht,25.97268394,2013,"1 station, background, suburban",Measured,17.41154069,Converted,"European Environment Agency, Air quality e-reporting database",51.341259,4.320547104,462098,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
123,BEL,Belgium,Brussels,25.58855626,2013,"6 stations, background, suburban",Measured,18.24726567,Measured,"European Environment Agency, Air quality e-reporting database",50.85857391,4.287072182,2044993,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
126,BEL,Belgium,Corroy Le Grand,20.40099501,2013,"1 station, background, rural",Measured,14.73217377,Measured,"European Environment Agency, Air quality e-reporting database",50.6559906,4.667016983,11716,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,20-<30,yellow
131,BEL,Belgium,Genk,26.26167678,2013,"1 station, industrial, urban",Measured,17.60527541,Converted,"European Environment Agency, Air quality e-reporting database",50.92844009,5.469322205,65051,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
133,BEL,Belgium,Habay La Neuve,15.23002124,2013,"1 station, background, rural",Measured,10.70307754,Measured,"European Environment Agency, Air quality e-reporting database",49.71986389,5.629114151,8219,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,10-<15,yellow,<20,green
136,BEL,Belgium,Hoboken,27.64422191,2013,"1 station, background, suburban",Measured,18.53210457,Converted,"European Environment Agency, Air quality e-reporting database",51.17055511,4.339735985,462098,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
137,BEL,Belgium,Hoevenen,26.32495647,2013,"1 station, industrial, suburban",Measured,17.71023713,Measured,"European Environment Agency, Air quality e-reporting database",51.31473923,4.405140877,18407,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
142,BEL,Belgium,Moerkerke,23.73991001,2013,"1 station, background, rural",Measured,15.91473604,Converted,"European Environment Agency, Air quality e-reporting database",51.25510025,3.361291885,10883,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
145,BEL,Belgium,Retie,22.47798474,2013,-,Converted,15.0687679,Measured,"European Environment Agency, Air quality e-reporting database",51.23139191,5.052011013,10841,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
146,BEL,Belgium,Roeselaere,28.0741519,2013,"2 stations, background, suburban",Measured,18.82032058,Converted,"European Environment Agency, Air quality e-reporting database",50.95371246,3.119925022,58452,High income,Eur_HI,2016,NA,NA,NA,NA,NA,Europe (HIC),Eur (HIC),NA,NA,15-<25,orange,20-<30,yellow
160,BOL,"Bolivia, Plurinational States of",Cochabamba,59.52,2014,"3 stations, Urban",Measured,32.22658766,Converted,"Contaminacion Atmosferica, Gestion 2014, RED MoniCA",-17.38801575,-66.20622253,630587,Lower middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,25-<35,darkorange,50-<70,orange
161,BOL,"Bolivia, Plurinational States of",La Paz,82,2013,"1 station, Urban",Measured,44.39818865,Converted,Air Quality Standards for Particulate Matter (PM) at high altitude cities.,-16.48968887,-68.11929321,1887079,Lower middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,35-<50,red,70-<100,red
162,BIH,Bosnia and Herzegovina,Sarajevo,49.609,2010,"1 station, background urban",Measured,30.25004431,Converted,"European Environment Agency, Air quality e-reporting database",43.85638809,18.41361046,318447,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
163,BIH,Bosnia and Herzegovina,Tuzla,106.2147634,2010,-,Converted,64.7665,Measured,"European Environment Agency, Air quality e-reporting database",44.54055405,18.67333794,80570,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,>50,darkred,>100,darkred
171,BRA,Brazil,Campos,26.20159432,2014,-,Converted,12,Measured,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-21.76167107,-41.32766342,437000,Upper middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,10-<15,yellow,20-<30,yellow
177,BRA,Brazil,Cordeiropolis,38,2014,"1 station, NA",Measured,17.40352112,Converted,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-22.48044968,-47.46699142,20870,Upper middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,15-<25,orange,30-<50,darkred
186,BRA,Brazil,Jau,25,2014,"1 station, NA",Measured,11.44968495,Converted,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-22.29816055,-48.56700134,138800,Upper middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,10-<15,yellow,20-<30,yellow
190,BRA,Brazil,Malemba,18,2014,"1 station, NA",Measured,8.243773161,Converted,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-12.67721653,-38.53913498,81160,Upper middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,<10,green,<20,green
196,BRA,Brazil,Quatis,27,2014,"1 station, NA",Measured,12.36565974,Converted,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-22.39815521,-44.32049942,13543,Upper middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,10-<15,yellow,20-<30,yellow
204,BRA,Brazil,Sao Jose Dos Campos,30,2014,"1 station, NA",Measured,13.73962193,Converted,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente",-23.18746567,-45.87077332,674590,Upper middle income,Amr_LM,2016,NA,NA,NA,NA,NA,Americas (LMIC),Amr (LMIC),NA,NA,10-<15,yellow,20-<30,yellow
211,BGR,Bulgaria,Devnia,27.15225895,2013,"1 station, industrial, suburban",Measured,19.38829889,Converted,"European Environment Agency, Air quality e-reporting database",43.22304535,27.58723831,8013,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,15-<25,orange,20-<30,yellow
212,BGR,Bulgaria,Dimitrovgad,59.1522063,2013,"1 station, background, suburban",Measured,42.23813047,Converted,"European Environment Agency, Air quality e-reporting database",42.0231514,24.84010887,38738,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,35-<50,red,50-<70,orange
213,BGR,Bulgaria,Dolny Voden,53.68421052,2013,"1 station, industrial, urban",Measured,38.33366208,Converted,"European Environment Agency, Air quality e-reporting database",42.14647675,25.87540627,49884,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,35-<50,red,50-<70,orange
215,BGR,Bulgaria,Gorna Oriahovica,43.12816438,2013,"1 station, background, urban",Measured,30.79602855,Converted,"European Environment Agency, Air quality e-reporting database",43.12647629,25.6912117,31863,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
217,BGR,Bulgaria,Kardjaly,39.7567919,2013,"1 station, background, urban",Measured,28.38867167,Converted,"European Environment Agency, Air quality e-reporting database",41.63607788,25.37968254,43668,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
220,BGR,Bulgaria,Pazarjik,45.81488764,2013,"1 station, background, suburban",Measured,32.71450589,Converted,"European Environment Agency, Air quality e-reporting database",42.57827377,23.11397552,76034,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
222,BGR,Bulgaria,Pirdop,35.87238372,2013,"1 station, background, urban",Measured,25.61497733,Converted,"European Environment Agency, Air quality e-reporting database",42.70820618,24.17727852,7485,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
228,BGR,Bulgaria,Smolian,43.13951566,2013,"1 station, traffic, urban",Measured,30.80413402,Converted,"European Environment Agency, Air quality e-reporting database",41.56835175,24.73511314,29124,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
233,BGR,Bulgaria,Vratza,38.87390581,2013,"1 station, traffic, urban",Measured,27.75823943,Converted,"European Environment Agency, Air quality e-reporting database",43.20797729,23.5574131,62584,Upper middle income,Eur_LM,2016,NA,NA,NA,NA,NA,Europe (LMIC),Eur (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
234,CMR,Cameroon,Bafoussam,105,2012,"1 station, commercial/residential",Measured,67,Measured,"J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354",5.466700077,10.41639996,239287,Lower middle income,Afr,2016,NA,NA,NA,NA,NA,Africa (Sub-Saharan) (LMIC),Afr,NA,NA,>50,darkred,>100,darkred
235,CMR,Cameroon,Bamenda,141,2012,"1 station, residential/commercial",Measured,132,Measured,"J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354",5.933300018,10.16670036,269530,Lower middle income,Afr,2016,NA,NA,NA,NA,NA,Africa (Sub-Saharan) (LMIC),Afr,NA,NA,>50,darkred,>100,darkred
236,CMR,Cameroon,Yaoude,65,2012,"1 station, commercial/residential",Measured,49,Measured,"J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354",3.866699934,11.51669979,1817524,Lower middle income,Afr,2016,NA,NA,NA,NA,NA,Africa (Sub-Saharan) (LMIC),Afr,NA,NA,35-<50,red,50-<70,orange
260,CAN,Canada,Dartmouth,12.25608345,2013,-,Converted,7,Measured,National Air Pollution Surveillance Network.,44.71979904,-63.48075485,89163,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,<10,green,<20,green
272,CAN,Canada,Fort St. John,18,2013,"1 station, NA",Measured,10.28060885,Converted,National Air Pollution Surveillance Network.,56.24585342,-120.8483658,18699,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,10-<15,yellow,<20,green
300,CAN,Canada,Morrisburg,12.25608345,2013,-,Converted,7,Measured,National Air Pollution Surveillance Network.,44.89974976,-75.18994141,6959,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,<10,green,<20,green
303,CAN,Canada,Nelson,13,2013,"1 station, NA",Measured,7.424884173,Converted,National Air Pollution Surveillance Network.,49.49055099,-117.2953796,10532,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,<10,green,<20,green
308,CAN,Canada,Notre-Dame-Du-Rosaire,8.754345319,2013,-,Converted,5,Measured,National Air Pollution Surveillance Network.,46.84896851,-70.45378113,384,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,<10,green,<20,green
348,CAN,Canada,Thomson,12,2013,"1 station, NA",Measured,4,Measured,National Air Pollution Surveillance Network.,55.74718857,-97.87352753,40923,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,<10,green,<20,green
352,CAN,Canada,Trois-Rivieres,19.2595597,2013,-,Converted,11,Measured,National Air Pollution Surveillance Network.,46.3522377,-72.5401001,151773,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,10-<15,yellow,<20,green
353,CAN,Canada,Vancouver,12.25608345,2013,-,Converted,7,Measured,National Air Pollution Surveillance Network.,49.26166916,-123.1633301,603502,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,<10,green,<20,green
368,CHL,Chile,Coyhaique,75.445,2014,"2 stations, NA",Measured,63.92,Measured,Ministerio del Medio Ambiente,-45.57993698,-72.072689,54800,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,>50,darkred,70-<100,red
384,CHL,Chile,Valparaiso,34.05682446,2014,-,Converted,15.72,Measured,Ministerio del Medio Ambiente,-33.04953766,-71.61423492,906967,High income,Amr_HI,2016,NA,NA,NA,NA,NA,Americas (HIC),Amr (HIC),NA,NA,15-<25,orange,30-<50,darkred
398,CHN,China,Changhua,47.77760056,2014,-,Converted,31.66666667,Measured,,24.06599998,120.5419998,1291474,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
400,CHN,China,Changshu,73.92955034,2014,-,Converted,49,Measured,China National Environmental Monitoring Center,31.67000008,120.7580032,726067,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,35-<50,red,70-<100,red
401,CHN,China,Changzhi,101.3890976,2014,-,Converted,67.2,Measured,China National Environmental Monitoring Center,36.15420151,113.1097031,738456,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,>100,darkred
406,CHN,China,Chiayi,46.26883423,2014,-,Converted,30.66666667,Measured,,23.46500015,120.4380035,524783,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
412,CHN,China,Datong,63.368186,2014,-,Converted,42,Measured,China National Environmental Monitoring Center,40.10969925,113.381897,1531736,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,35-<50,red,50-<70,orange
417,CHN,China,Eerduosi,41.94370407,2014,-,Converted,27.8,Measured,China National Environmental Monitoring Center,39.81290054,110.0022964,589337,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
420,CHN,China,Fuyang,89.77159684,2014,-,Converted,59.5,Measured,China National Environmental Monitoring Center,30.05400085,119.9540024,509804,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
426,CHN,China,Haimen,76.94708301,2014,-,Converted,51,Measured,China National Environmental Monitoring Center,31.89599991,121.1729965,528955,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
436,CHN,China,Hsinchu,32.68993722,2014,-,Converted,21.66666667,Measured,,24.80599976,120.9720001,518809,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,15-<25,orange,30-<50,darkred
438,CHN,China,Hualien,18.105196,2014,-,Converted,12,Measured,,23.97200012,121.5999985,333392,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,10-<15,yellow,<20,green
443,CHN,China,Jiangyin,102.0931886,2014,-,Converted,67.66666667,Measured,China National Environmental Monitoring Center,31.92000008,120.2679977,685661,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,>100,darkred
444,CHN,China,Jiaonan,79.21023251,2014,-,Converted,52.5,Measured,China National Environmental Monitoring Center,35.87799835,120.0049973,4565549,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
445,CHN,China,Jiaozhou,79.21023251,2014,-,Converted,52.5,Measured,China National Environmental Monitoring Center,36.28300095,120.0080032,470972,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
451,CHN,China,Jimo,76.94708301,2014,-,Converted,51,Measured,China National Environmental Monitoring Center,36.43999863,120.6100006,634583,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
456,CHN,China,Jining,81.47338201,2014,-,Converted,54,Measured,China National Environmental Monitoring Center,35.4280014,116.6305008,1384942,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
457,CHN,China,Jintan,72.42078401,2014,-,Converted,48,Measured,China National Environmental Monitoring Center,31.75099945,119.5790024,275185,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,35-<50,red,70-<100,red
460,CHN,China,Jurong,97.31542851,2014,-,Converted,64.5,Measured,China National Environmental Monitoring Center,31.95499992,119.1460037,359737,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
462,CHN,China,Kaohsiung,45.51445106,2014,-,Converted,30.16666667,Measured,,22.56599998,120.4250031,1522779,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
464,CHN,China,Keelung,30.17532667,2014,-,Converted,20,Measured,,25.12899971,121.7600021,374313,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,15-<25,orange,30-<50,darkred
465,CHN,China,Kinmen,48.28052267,2014,-,Converted,32,Measured,,24.43199921,118.3119965,127723,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,25-<35,darkorange,30-<50,darkred
466,CHN,China,Korla,87.00552523,2014,-,Converted,57.66666667,Measured,China National Environmental Monitoring Center,41.75109863,86.14610291,425182,Upper middle income,Wpr_LM,2016,NA,NA,NA,NA,NA,Western Pacific (LMIC),Wpr (LMIC),NA,NA,>50,darkred,70-<100,red
